id,cell_count,cell_type,staining,objective,markers,set
1226,92,AHPC,DAPI,20x,DAPI,trainval
2545,859,AHPC,DAPI,20x,DAPI,trainval
3023,244,RPC,DAPI,40x,DAPI,trainval
355,232,AHPC,DAPI,20x,DAPI,trainval
543,134,AHPC,DAPI,20x,DAPI,trainval
1401,168,AHPC,DAPI,20x,DAPI,trainval
2533,1482,AHPC,DAPI,20x,DAPI,trainval
1729,45,AHPC,DAPI,20x,DAPI,trainval
724,639,AHPC,DAPI,20x,DAPI,trainval
2709,288,RPC,DAPI,40x,DAPI,trainval
1100,32,AHPC,DAPI,20x,DAPI,trainval
1168,93,AHPC,DAPI,20x,DAPI,trainval
2108,47,AHPC,DAPI,20x,DAPI,trainval
2723,582,RPC,DAPI,40x,DAPI,trainval
2309,1505,AHPC,DAPI,20x,DAPI,trainval
2397,1992,AHPC,DAPI,20x,DAPI,trainval
1389,32,AHPC,DAPI,20x,DAPI,trainval
921,277,AHPC,DAPI,20x,DAPI,trainval
1803,162,AHPC,DAPI,20x,DAPI,trainval
2176,298,AHPC,DAPI,20x,DAPI,trainval
2685,295,RPC,DAPI,40x,DAPI,trainval
1605,16,AHPC,DAPI,20x,DAPI,trainval
349,161,AHPC,DAPI,20x,DAPI,trainval
1864,265,AHPC,DAPI,20x,DAPI,trainval
781,85,AHPC,DAPI,20x,DAPI,trainval
718,214,AHPC,DAPI,20x,DAPI,trainval
2577,650,AHPC,DAPI,20x,DAPI,trainval
856,22,AHPC,DAPI,20x,DAPI,trainval
2350,2488,AHPC,DAPI,20x,DAPI,trainval
906,58,AHPC,DAPI,20x,DAPI,trainval
2632,1259,AHPC,DAPI,20x,DAPI,trainval
2207,13,AHPC,DAPI,20x,DAPI,trainval
2957,180,RPC,DAPI,40x,DAPI,trainval
228,46,AHPC,DAPI,20x,DAPI,trainval
1811,52,AHPC,DAPI,20x,DAPI,trainval
2944,331,RPC,DAPI,40x,DAPI,trainval
2960,157,RPC,DAPI,40x,DAPI,trainval
838,93,AHPC,DAPI,20x,DAPI,trainval
577,133,AHPC,DAPI,20x,DAPI,trainval
2028,206,AHPC,DAPI,20x,DAPI,trainval
1225,35,AHPC,DAPI,20x,DAPI,trainval
2320,1328,AHPC,DAPI,20x,DAPI,trainval
1036,23,AHPC,DAPI,20x,DAPI,trainval
57,62,AHPC,DAPI,20x,DAPI,trainval
2980,293,RPC,DAPI,40x,DAPI,trainval
1508,28,AHPC,DAPI,20x,DAPI,trainval
2238,117,AHPC,DAPI,20x,DAPI,trainval
273,695,AHPC,DAPI,20x,DAPI,trainval
1476,58,AHPC,DAPI,20x,DAPI,trainval
24,35,AHPC,DAPI,20x,DAPI,trainval
2385,1412,AHPC,DAPI,20x,DAPI,trainval
502,226,AHPC,DAPI,20x,DAPI,trainval
2340,1676,AHPC,DAPI,20x,DAPI,trainval
762,33,AHPC,DAPI,20x,DAPI,trainval
2418,1826,AHPC,DAPI,20x,DAPI,trainval
2270,1585,AHPC,DAPI,20x,DAPI,trainval
2284,1021,AHPC,DAPI,20x,DAPI,trainval
1672,26,AHPC,DAPI,20x,DAPI,trainval
1448,166,AHPC,DAPI,20x,DAPI,trainval
2461,780,AHPC,DAPI,20x,DAPI,trainval
1968,82,AHPC,DAPI,20x,DAPI,trainval
2824,286,RPC,DAPI,40x,DAPI,trainval
2368,2346,AHPC,DAPI,20x,DAPI,trainval
1279,61,AHPC,DAPI,20x,DAPI,trainval
946,49,AHPC,DAPI,20x,DAPI,trainval
2483,785,AHPC,DAPI,20x,DAPI,trainval
1766,202,AHPC,DAPI,20x,DAPI,trainval
961,19,AHPC,DAPI,20x,DAPI,trainval
3004,140,RPC,DAPI,40x,DAPI,trainval
1018,51,AHPC,DAPI,20x,DAPI,trainval
2351,1442,AHPC,DAPI,20x,DAPI,trainval
1076,19,AHPC,DAPI,20x,DAPI,trainval
1956,58,AHPC,DAPI,20x,DAPI,trainval
2691,153,RPC,DAPI,40x,DAPI,trainval
1466,82,AHPC,DAPI,20x,DAPI,trainval
1927,47,AHPC,DAPI,20x,DAPI,trainval
1618,32,AHPC,DAPI,20x,DAPI,trainval
157,36,AHPC,DAPI,20x,DAPI,trainval
1701,228,AHPC,DAPI,20x,DAPI,trainval
1292,37,AHPC,DAPI,20x,DAPI,trainval
2223,7,AHPC,DAPI,20x,DAPI,trainval
811,47,AHPC,DAPI,20x,DAPI,trainval
1867,27,AHPC,DAPI,20x,DAPI,trainval
2641,974,AHPC,DAPI,20x,DAPI,trainval
2614,746,AHPC,DAPI,20x,DAPI,trainval
49,59,AHPC,DAPI,20x,DAPI,trainval
520,54,AHPC,DAPI,20x,DAPI,trainval
1610,20,AHPC,DAPI,20x,DAPI,trainval
2548,1283,AHPC,DAPI,20x,DAPI,trainval
514,44,AHPC,DAPI,20x,DAPI,trainval
2023,89,AHPC,DAPI,20x,DAPI,trainval
1709,225,AHPC,DAPI,20x,DAPI,trainval
322,240,AHPC,DAPI,20x,DAPI,trainval
1677,16,AHPC,DAPI,20x,DAPI,trainval
1529,57,AHPC,DAPI,20x,DAPI,trainval
1341,31,AHPC,DAPI,20x,DAPI,trainval
2314,1770,AHPC,DAPI,20x,DAPI,trainval
1735,76,AHPC,DAPI,20x,DAPI,trainval
2055,257,AHPC,DAPI,20x,DAPI,trainval
2285,986,AHPC,DAPI,20x,DAPI,trainval
2687,278,RPC,DAPI,40x,DAPI,trainval
2624,1290,AHPC,DAPI,20x,DAPI,trainval
1186,61,AHPC,DAPI,20x,DAPI,trainval
1128,49,AHPC,DAPI,20x,DAPI,trainval
1426,54,AHPC,DAPI,20x,DAPI,trainval
1629,6,AHPC,DAPI,20x,DAPI,trainval
773,226,AHPC,DAPI,20x,DAPI,trainval
732,396,AHPC,DAPI,20x,DAPI,trainval
1014,45,AHPC,DAPI,20x,DAPI,trainval
103,34,AHPC,DAPI,20x,DAPI,trainval
1733,44,AHPC,DAPI,20x,DAPI,trainval
949,44,AHPC,DAPI,20x,DAPI,trainval
274,297,AHPC,DAPI,20x,DAPI,trainval
1230,63,AHPC,DAPI,20x,DAPI,trainval
1126,70,AHPC,DAPI,20x,DAPI,trainval
2981,284,RPC,DAPI,40x,DAPI,trainval
2275,2157,AHPC,DAPI,20x,DAPI,trainval
244,37,AHPC,DAPI,20x,DAPI,trainval
679,126,AHPC,DAPI,20x,DAPI,trainval
1810,126,AHPC,DAPI,20x,DAPI,trainval
1552,222,AHPC,DAPI,20x,DAPI,trainval
2821,264,RPC,DAPI,40x,DAPI,trainval
2724,561,RPC,DAPI,40x,DAPI,trainval
382,110,AHPC,DAPI,20x,DAPI,trainval
1457,30,AHPC,DAPI,20x,DAPI,trainval
1495,29,AHPC,DAPI,20x,DAPI,trainval
2780,567,RPC,DAPI,40x,DAPI,trainval
1174,89,AHPC,DAPI,20x,DAPI,trainval
2779,563,RPC,DAPI,40x,DAPI,trainval
261,547,AHPC,DAPI,20x,DAPI,trainval
145,427,AHPC,DAPI,20x,DAPI,trainval
2391,2282,AHPC,DAPI,20x,DAPI,trainval
1183,88,AHPC,DAPI,20x,DAPI,trainval
2015,86,AHPC,DAPI,20x,DAPI,trainval
2670,935,AHPC,DAPI,20x,DAPI,trainval
2005,51,AHPC,DAPI,20x,DAPI,trainval
1796,107,AHPC,DAPI,20x,DAPI,trainval
2639,1156,AHPC,DAPI,20x,DAPI,trainval
2658,635,AHPC,DAPI,20x,DAPI,trainval
2220,15,AHPC,DAPI,20x,DAPI,trainval
2759,479,RPC,DAPI,40x,DAPI,trainval
1626,28,AHPC,DAPI,20x,DAPI,trainval
342,191,AHPC,DAPI,20x,DAPI,trainval
448,210,AHPC,DAPI,20x,DAPI,trainval
1857,287,AHPC,DAPI,20x,DAPI,trainval
2939,184,RPC,DAPI,40x,DAPI,trainval
188,91,AHPC,DAPI,20x,DAPI,trainval
1430,83,AHPC,DAPI,20x,DAPI,trainval
1415,91,AHPC,DAPI,20x,DAPI,trainval
1950,70,AHPC,DAPI,20x,DAPI,trainval
1304,56,AHPC,DAPI,20x,DAPI,trainval
2783,579,RPC,DAPI,40x,DAPI,trainval
989,43,AHPC,DAPI,20x,DAPI,trainval
397,180,AHPC,DAPI,20x,DAPI,trainval
2512,989,AHPC,DAPI,20x,DAPI,trainval
200,302,AHPC,DAPI,20x,DAPI,trainval
1047,18,AHPC,DAPI,20x,DAPI,trainval
1094,33,AHPC,DAPI,20x,DAPI,trainval
52,29,AHPC,DAPI,20x,DAPI,trainval
373,178,AHPC,DAPI,20x,DAPI,trainval
2708,563,RPC,DAPI,40x,DAPI,trainval
888,128,AHPC,DAPI,20x,DAPI,trainval
2963,108,RPC,DAPI,40x,DAPI,trainval
1827,29,AHPC,DAPI,20x,DAPI,trainval
98,53,AHPC,DAPI,20x,DAPI,trainval
851,59,AHPC,DAPI,20x,DAPI,trainval
1845,143,AHPC,DAPI,20x,DAPI,trainval
2338,1708,AHPC,DAPI,20x,DAPI,trainval
2597,563,AHPC,DAPI,20x,DAPI,trainval
1719,249,AHPC,DAPI,20x,DAPI,trainval
2400,2305,AHPC,DAPI,20x,DAPI,trainval
1562,67,AHPC,DAPI,20x,DAPI,trainval
482,64,AHPC,DAPI,20x,DAPI,trainval
2916,311,RPC,DAPI,40x,DAPI,trainval
554,38,AHPC,DAPI,20x,DAPI,trainval
185,162,AHPC,DAPI,20x,DAPI,trainval
1730,58,AHPC,DAPI,20x,DAPI,trainval
954,36,AHPC,DAPI,20x,DAPI,trainval
2337,2546,AHPC,DAPI,20x,DAPI,trainval
2042,128,AHPC,DAPI,20x,DAPI,trainval
320,123,AHPC,DAPI,20x,DAPI,trainval
2323,775,AHPC,DAPI,20x,DAPI,trainval
2233,19,AHPC,DAPI,20x,DAPI,trainval
2510,977,AHPC,DAPI,20x,DAPI,trainval
2027,104,AHPC,DAPI,20x,DAPI,trainval
1920,238,AHPC,DAPI,20x,DAPI,trainval
750,15,AHPC,DAPI,20x,DAPI,trainval
981,22,AHPC,DAPI,20x,DAPI,trainval
1151,116,AHPC,DAPI,20x,DAPI,trainval
1583,55,AHPC,DAPI,20x,DAPI,trainval
1455,135,AHPC,DAPI,20x,DAPI,trainval
2585,705,AHPC,DAPI,20x,DAPI,trainval
1962,193,AHPC,DAPI,20x,DAPI,trainval
2978,116,RPC,DAPI,40x,DAPI,test
1746,36,AHPC,DAPI,20x,DAPI,test
430,201,AHPC,DAPI,20x,DAPI,test
2711,299,RPC,DAPI,40x,DAPI,test
2996,176,RPC,DAPI,40x,DAPI,test
1985,84,AHPC,DAPI,20x,DAPI,test
2900,215,RPC,DAPI,40x,DAPI,test
362,80,AHPC,DAPI,20x,DAPI,test
1350,37,AHPC,DAPI,20x,DAPI,test
2785,415,RPC,DAPI,40x,DAPI,test
2493,1399,AHPC,DAPI,20x,DAPI,test
2235,114,AHPC,DAPI,20x,DAPI,test
2290,972,AHPC,DAPI,20x,DAPI,test
2178,93,AHPC,DAPI,20x,DAPI,test
1345,20,AHPC,DAPI,20x,DAPI,test
2144,179,AHPC,DAPI,20x,DAPI,test
3020,107,RPC,DAPI,40x,DAPI,test
2896,174,RPC,DAPI,40x,DAPI,test
2579,1142,AHPC,DAPI,20x,DAPI,test
294,211,AHPC,DAPI,20x,DAPI,test
1221,51,AHPC,DAPI,20x,DAPI,test
70,226,AHPC,DAPI,20x,DAPI,test
252,47,AHPC,DAPI,20x,DAPI,test
2502,1165,AHPC,DAPI,20x,DAPI,test
1654,12,AHPC,DAPI,20x,DAPI,test
1843,62,AHPC,DAPI,20x,DAPI,test
2153,171,AHPC,DAPI,20x,DAPI,test
1901,147,AHPC,DAPI,20x,DAPI,test
1162,55,AHPC,DAPI,20x,DAPI,test
1797,158,AHPC,DAPI,20x,DAPI,test
861,18,AHPC,DAPI,20x,DAPI,test
2085,52,AHPC,DAPI,20x,DAPI,test
2364,2126,AHPC,DAPI,20x,DAPI,test
2378,1402,AHPC,DAPI,20x,DAPI,test
216,845,AHPC,DAPI,20x,DAPI,test
414,102,AHPC,DAPI,20x,DAPI,test
657,61,AHPC,DAPI,20x,DAPI,test
1329,50,AHPC,DAPI,20x,DAPI,test
647,42,AHPC,DAPI,20x,DAPI,test
1364,37,AHPC,DAPI,20x,DAPI,test
2198,1157,AHPC,DAPI,20x,DAPI,test
411,306,AHPC,DAPI,20x,DAPI,test
2882,325,RPC,DAPI,40x,DAPI,test
942,146,AHPC,DAPI,20x,DAPI,test
1299,36,AHPC,DAPI,20x,DAPI,test
83,47,AHPC,DAPI,20x,DAPI,test
1113,34,AHPC,DAPI,20x,DAPI,test
1317,77,AHPC,DAPI,20x,DAPI,test
1547,76,AHPC,DAPI,20x,DAPI,test
1601,17,AHPC,DAPI,20x,DAPI,test
1526,35,AHPC,DAPI,20x,DAPI,test
2903,81,RPC,DAPI,40x,DAPI,test
2607,591,AHPC,DAPI,20x,DAPI,test
403,54,AHPC,DAPI,20x,DAPI,test
1952,90,AHPC,DAPI,20x,DAPI,test
2976,271,RPC,DAPI,40x,DAPI,test
573,91,AHPC,DAPI,20x,DAPI,test
1689,176,AHPC,DAPI,20x,DAPI,test
1017,39,AHPC,DAPI,20x,DAPI,test
1756,30,AHPC,DAPI,20x,DAPI,test
1197,135,AHPC,DAPI,20x,DAPI,test
557,67,AHPC,DAPI,20x,DAPI,test
1531,31,AHPC,DAPI,20x,DAPI,test
768,175,AHPC,DAPI,20x,DAPI,test
1348,40,AHPC,DAPI,20x,DAPI,test
1958,25,AHPC,DAPI,20x,DAPI,test
1313,100,AHPC,DAPI,20x,DAPI,test
1428,81,AHPC,DAPI,20x,DAPI,test
612,696,AHPC,DAPI,20x,DAPI,test
654,40,AHPC,DAPI,20x,DAPI,test
620,233,AHPC,DAPI,20x,DAPI,test
461,144,AHPC,DAPI,20x,DAPI,test
257,40,AHPC,DAPI,20x,DAPI,test
518,120,AHPC,DAPI,20x,DAPI,test
1054,19,AHPC,DAPI,20x,DAPI,test
1966,123,AHPC,DAPI,20x,DAPI,test
234,61,AHPC,DAPI,20x,DAPI,test
1828,98,AHPC,DAPI,20x,DAPI,test
2615,963,AHPC,DAPI,20x,DAPI,test
1492,77,AHPC,DAPI,20x,DAPI,test
863,15,AHPC,DAPI,20x,DAPI,test
580,333,AHPC,DAPI,20x,DAPI,test
243,63,AHPC,DAPI,20x,DAPI,test
1166,84,AHPC,DAPI,20x,DAPI,test
2227,22,AHPC,DAPI,20x,DAPI,test
1207,32,AHPC,DAPI,20x,DAPI,test
2467,595,AHPC,DAPI,20x,DAPI,test
213,34,AHPC,DAPI,20x,DAPI,test
1312,73,AHPC,DAPI,20x,DAPI,test
1416,70,AHPC,DAPI,20x,DAPI,test
455,72,AHPC,DAPI,20x,DAPI,test
804,10,AHPC,DAPI,20x,DAPI,test
2919,285,RPC,DAPI,40x,DAPI,test
2722,552,RPC,DAPI,40x,DAPI,test
3017,175,RPC,DAPI,40x,DAPI,test
2707,524,RPC,DAPI,40x,DAPI,test
2712,212,RPC,DAPI,40x,DAPI,test
1540,346,AHPC,DAPI,20x,DAPI,test
2902,253,RPC,DAPI,40x,DAPI,test
71,95,AHPC,DAPI,20x,DAPI,test
1925,24,AHPC,DAPI,20x,DAPI,test
28,56,AHPC,DAPI,20x,DAPI,test
1861,96,AHPC,DAPI,20x,DAPI,test
2690,281,RPC,DAPI,40x,DAPI,test
2040,52,AHPC,DAPI,20x,DAPI,test
117,68,AHPC,DAPI,20x,DAPI,test
1775,18,AHPC,DAPI,20x,DAPI,test
2745,227,RPC,DAPI,40x,DAPI,test
1541,112,AHPC,DAPI,20x,DAPI,test
575,221,AHPC,DAPI,20x,DAPI,test
163,30,AHPC,DAPI,20x,DAPI,test
2181,651,AHPC,DAPI,20x,DAPI,test
1517,43,AHPC,DAPI,20x,DAPI,test
2462,1065,AHPC,DAPI,20x,DAPI,test
775,97,AHPC,DAPI,20x,DAPI,test
1129,58,AHPC,DAPI,20x,DAPI,test
1909,59,AHPC,DAPI,20x,DAPI,test
2843,316,RPC,DAPI,40x,DAPI,test
1565,64,AHPC,DAPI,20x,DAPI,test
2066,110,AHPC,DAPI,20x,DAPI,test
196,276,AHPC,DAPI,20x,DAPI,test
1452,148,AHPC,DAPI,20x,DAPI,test
1668,30,AHPC,DAPI,20x,DAPI,test
1402,98,AHPC,DAPI,20x,DAPI,test
2414,1494,AHPC,DAPI,20x,DAPI,test
383,125,AHPC,DAPI,20x,DAPI,test
1850,76,AHPC,DAPI,20x,DAPI,test
276,664,AHPC,DAPI,20x,DAPI,test
1065,257,AHPC,DAPI,20x,DAPI,test
556,130,AHPC,DAPI,20x,DAPI,test
2782,577,RPC,DAPI,40x,DAPI,test
310,273,AHPC,DAPI,20x,DAPI,test
1143,29,AHPC,DAPI,20x,DAPI,test
574,162,AHPC,DAPI,20x,DAPI,test
598,173,AHPC,DAPI,20x,DAPI,test
2763,350,RPC,DAPI,40x,DAPI,test
2477,1108,AHPC,DAPI,20x,DAPI,test
2271,1322,AHPC,DAPI,20x,DAPI,test
1546,16,AHPC,DAPI,20x,DAPI,test
2197,238,AHPC,DAPI,20x,DAPI,test
1917,149,AHPC,DAPI,20x,DAPI,test
1523,24,AHPC,DAPI,20x,DAPI,test
2818,192,RPC,DAPI,40x,DAPI,test
711,354,AHPC,DAPI,20x,DAPI,test
55,33,AHPC,DAPI,20x,DAPI,test
2487,674,AHPC,DAPI,20x,DAPI,test
2389,1830,AHPC,DAPI,20x,DAPI,test
1155,44,AHPC,DAPI,20x,DAPI,test
1906,100,AHPC,DAPI,20x,DAPI,test
1460,17,AHPC,DAPI,20x,DAPI,test
1564,71,AHPC,DAPI,20x,DAPI,test
2689,266,RPC,DAPI,40x,DAPI,test
2726,437,RPC,DAPI,40x,DAPI,test
2671,957,AHPC,DAPI,20x,DAPI,test
2148,174,AHPC,DAPI,20x,DAPI,test
2529,2098,AHPC,DAPI,20x,DAPI,test
2361,1572,AHPC,DAPI,20x,DAPI,test
2507,806,AHPC,DAPI,20x,DAPI,test
1660,140,AHPC,DAPI,20x,DAPI,test
772,54,AHPC,DAPI,20x,DAPI,test
934,288,AHPC,DAPI,20x,DAPI,test
1392,191,AHPC,DAPI,20x,DAPI,test
2473,358,AHPC,DAPI,20x,DAPI,test
1339,116,AHPC,DAPI,20x,DAPI,test
348,294,AHPC,DAPI,20x,DAPI,test
969,34,AHPC,DAPI,20x,DAPI,test
2743,255,RPC,DAPI,40x,DAPI,test
480,141,AHPC,DAPI,20x,DAPI,test
1896,287,AHPC,DAPI,20x,DAPI,test
459,65,AHPC,DAPI,20x,DAPI,test
526,55,AHPC,DAPI,20x,DAPI,test
602,561,AHPC,DAPI,20x,DAPI,test
8,44,AHPC,DAPI,20x,DAPI,test
1048,44,AHPC,DAPI,20x,DAPI,test
2199,53,AHPC,DAPI,20x,DAPI,test
2640,902,AHPC,DAPI,20x,DAPI,test
72,52,AHPC,DAPI,20x,DAPI,test
2205,52,AHPC,DAPI,20x,DAPI,test
2004,90,AHPC,DAPI,20x,DAPI,test
256,96,AHPC,DAPI,20x,DAPI,test
531,59,AHPC,DAPI,20x,DAPI,test
1255,92,AHPC,DAPI,20x,DAPI,test
1801,159,AHPC,DAPI,20x,DAPI,test
2419,1514,AHPC,DAPI,20x,DAPI,test
470,119,AHPC,DAPI,20x,DAPI,test
1422,94,AHPC,DAPI,20x,DAPI,test
1535,23,AHPC,DAPI,20x,DAPI,test
3019,131,RPC,DAPI,40x,DAPI,test
2381,1822,AHPC,DAPI,20x,DAPI,test
803,92,AHPC,DAPI,20x,DAPI,test
1387,112,AHPC,DAPI,20x,DAPI,test
1910,107,AHPC,DAPI,20x,DAPI,test
1505,41,AHPC,DAPI,20x,DAPI,test
1380,29,AHPC,DAPI,20x,DAPI,test
943,271,AHPC,DAPI,20x,DAPI,test
992,302,AHPC,DAPI,20x,DAPI,test
1038,150,AHPC,DAPI,20x,DAPI,test
1306,166,AHPC,DAPI,20x,DAPI,test
224,62,AHPC,DAPI,20x,DAPI,test
979,29,AHPC,DAPI,20x,DAPI,test
1300,25,AHPC,DAPI,20x,DAPI,test
1159,81,AHPC,DAPI,20x,DAPI,test
1622,63,AHPC,DAPI,20x,DAPI,test
241,45,AHPC,DAPI,20x,DAPI,test
460,99,AHPC,DAPI,20x,DAPI,test
152,61,AHPC,DAPI,20x,DAPI,test
2655,866,AHPC,DAPI,20x,DAPI,test
1532,60,AHPC,DAPI,20x,DAPI,test
3,130,AHPC,DAPI,20x,DAPI,test
3021,226,RPC,DAPI,40x,DAPI,test
1754,107,AHPC,DAPI,20x,DAPI,test
1694,304,AHPC,DAPI,20x,DAPI,test
916,127,AHPC,DAPI,20x,DAPI,test
1167,61,AHPC,DAPI,20x,DAPI,test
41,160,AHPC,DAPI,20x,DAPI,test
2599,540,AHPC,DAPI,20x,DAPI,test
1386,39,AHPC,DAPI,20x,DAPI,test
177,413,AHPC,DAPI,20x,DAPI,test
881,94,AHPC,DAPI,20x,DAPI,test
984,51,AHPC,DAPI,20x,DAPI,test
40,120,AHPC,DAPI,20x,DAPI,test
142,35,AHPC,DAPI,20x,DAPI,test
2412,1657,AHPC,DAPI,20x,DAPI,test
389,74,AHPC,DAPI,20x,DAPI,test
2010,56,AHPC,DAPI,20x,DAPI,test
2308,1751,AHPC,DAPI,20x,DAPI,test
2840,211,RPC,DAPI,40x,DAPI,test
2958,337,RPC,DAPI,40x,DAPI,test
219,61,AHPC,DAPI,20x,DAPI,test
116,246,AHPC,DAPI,20x,DAPI,test
27,52,AHPC,DAPI,20x,DAPI,test
2396,2094,AHPC,DAPI,20x,DAPI,test
65,105,AHPC,DAPI,20x,DAPI,test
2659,729,AHPC,DAPI,20x,DAPI,test
2508,936,AHPC,DAPI,20x,DAPI,test
1913,55,AHPC,DAPI,20x,DAPI,test
2434,1195,AHPC,DAPI,20x,DAPI,test
1238,18,AHPC,DAPI,20x,DAPI,test
2296,1217,AHPC,DAPI,20x,DAPI,test
836,175,AHPC,DAPI,20x,DAPI,test
295,248,AHPC,DAPI,20x,DAPI,test
1912,33,AHPC,DAPI,20x,DAPI,test
1144,91,AHPC,DAPI,20x,DAPI,test
2897,199,RPC,DAPI,40x,DAPI,test
2124,343,AHPC,DAPI,20x,DAPI,test
1187,86,AHPC,DAPI,20x,DAPI,test
1980,124,AHPC,DAPI,20x,DAPI,test
360,176,AHPC,DAPI,20x,DAPI,test
2056,65,AHPC,DAPI,20x,DAPI,test
1974,124,AHPC,DAPI,20x,DAPI,test
1878,203,AHPC,DAPI,20x,DAPI,test
616,325,AHPC,DAPI,20x,DAPI,test
2979,290,RPC,DAPI,40x,DAPI,test
702,388,AHPC,DAPI,20x,DAPI,test
1573,74,AHPC,DAPI,20x,DAPI,test
1996,98,AHPC,DAPI,20x,DAPI,test
2728,472,RPC,DAPI,40x,DAPI,test
924,301,AHPC,DAPI,20x,DAPI,test
738,863,AHPC,DAPI,20x,DAPI,test
2189,842,AHPC,DAPI,20x,DAPI,test
779,63,AHPC,DAPI,20x,DAPI,test
187,64,AHPC,DAPI,20x,DAPI,test
1180,76,AHPC,DAPI,20x,DAPI,test
733,159,AHPC,DAPI,20x,DAPI,test
1759,47,AHPC,DAPI,20x,DAPI,test
131,56,AHPC,DAPI,20x,DAPI,test
1432,84,AHPC,DAPI,20x,DAPI,test
780,74,AHPC,DAPI,20x,DAPI,test
1928,40,AHPC,DAPI,20x,DAPI,test
2591,228,AHPC,DAPI,20x,DAPI,test
1040,38,AHPC,DAPI,20x,DAPI,test
872,102,AHPC,DAPI,20x,DAPI,test
2367,1608,AHPC,DAPI,20x,DAPI,test
1537,24,AHPC,DAPI,20x,DAPI,test
104,131,AHPC,DAPI,20x,DAPI,test
